year,experiment_name,output_tag,effective_pool_size,pool_prop_full,coverage_ratio,representative_K,rmse,rmse_train,median_smd,p90_RMSE,max_smd,max_balance_std,mean_balance_std,ess,ess_ratio,top10_share,max_weight_share,support_similarity_min,support_similarity_p10,support_similarity_median,donor_hash,prefit_rmse_cv,prefit_rmse_cv_source,prefit_rmse_train,donor_utilization
2016,full_pool,,4346,0.0539078877187759,10.08352668213457,11,0.0001518697153154,0.0005778404892169,0.0071390037226382,0.0071390037226382,0.463815324907197,0.0294943254742644,0.0033878450578812,632.657055882334,1.39351774423422,0.505730020656478,0.0123109470357497,0.7363451819240379,0.8835248750791407,0.937808420406212,8e2f8f94300fdd7a4d5d7977dd6680e12ea4a53494c26e4a0171f6db3d9dd1f6,0.0071390037226382,median_RMSE,0.0005778404892169,0.1455722632034823
2016,full_pool,,4700,0.058298912167107,10.904872389791183,12,8.55296838501456e-05,0.0006001441680922,0.004174856896759,0.004174856896759,0.529697786893059,0.0254343850343562,0.0027792880062462,606.875453882222,1.33673007463045,0.526945045734652,0.0129095972671974,0.7363404675709861,0.8824375054152536,0.9372469097647688,5656d93f4f61fbbbcdafdd442f51bd1e03ff8ed3202f495e89cb8513e09e9962,0.004174856896759,median_RMSE,0.0006001441680922,0.1291224369962174
2016,full_pool,,5053,0.0626775325915727,11.723897911832946,13,0.000147944583224,0.0005876043837061,0.0070862672154757,0.0070862672154757,0.530508432013986,0.0252941513279808,0.0027868410871574,650.848923696256,1.43358793765695,0.529181558407941,0.0112125481205542,0.7362656334387516,0.8811509075968854,0.9367307554033956,f1a34cfc442b7c6592019fc39ed6e3c6edcaca005016e3f6dce037acfff7bf31,0.0070862672154757,median_RMSE,0.0005876043837061,0.1288044574898587
2016,full_pool,,5420,0.0672298093501531,12.5754060324826,14,0.0001387234733184,0.0006046876971213,0.0069289385998084,0.0069289385998084,0.53082270322478,0.0252719792130965,0.0027644016442231,670.328035652118,1.47649347059938,0.530701795936585,0.0110930326098317,0.7353796682504143,0.8800968785567747,0.9362046621228856,604fc3ce31d8097cdc52e121f215069a2f2064d88dbcc3fd4c6546a659ecc40c,0.0069289385998084,median_RMSE,0.0006046876971213,0.1236767593454092
2016,full_pool,,5781,0.0717076619655416,13.412993039443156,15,7.75009003937048e-05,0.0005936074357578,0.0056426842089716,0.0056426842089716,0.533774171165906,0.0180248987499287,0.0021818243997722,575.44134272463,1.26749194432738,0.575200422374242,0.01354123675308,0.7328355501180698,0.8794470521674226,0.9357011966298132,af2a780ab02c6a3ee7de18d9c2f5ba757d1e5b0b30803bb0ac6de9296b659ec7,0.0056426842089716,median_RMSE,0.0005936074357578,0.0995401042595796
2016,full_pool,,6139,0.076148302509334,14.243619489559164,16,0.0001295110009386,0.0005932402028606,0.0063322820133494,0.0063322820133494,0.534424854075632,0.0172710425135281,0.0021632670700202,588.257344746911,1.29572102367161,0.575644537222364,0.0131694137531307,0.7227852306797595,0.8785793993629012,0.935196037481512,9d30eb1dc0ec50b31d4c04bcc1eef2c29db32cb36e35659055b6640e469e0586,0.0063322820133494,median_RMSE,0.0005932402028606,0.0958229914883386
2016,full_pool,,6495,0.0805641350053957,15.069605568445477,17,0.0001165761291832,0.0006009094445436,0.0055970928423391,0.0055970928423391,0.538633097966062,0.0179034805382019,0.0021747640713438,609.454177212618,1.34241008196612,0.577680785492382,0.0127302298504505,0.7201340754808059,0.8773963768547408,0.934769868857511,b29afebca485eb50da4f009e6895b38a0f0dce04a356f1be9dbe0943eb721c3b,0.0055970928423391,median_RMSE,0.0006009094445436,0.093834361387624
2016,full_pool,,7181,0.0890732953770203,16.661252900232018,19,0.0001921875747466,0.0006038290710356,0.0093195311702784,0.0093195311702784,0.540547884858389,0.0173561884417969,0.0021445486762317,638.346273028743,1.40604905953468,0.580804249189564,0.0113285078598286,0.7198238788975866,0.8762475698291338,0.9339341027944912,f7e1eb1e00b22cce49c0d436882c7b29556c86be11ddc438e734cbc7151a2de1,0.0093195311702784,median_RMSE,0.0006038290710356,0.0888937854099349
2016,full_pool,,7523,0.0933154715389672,17.454756380510442,20,0.0001807074205061,0.0006060998694167,0.0086084599597999,0.0086084599597999,0.540635059316438,0.0172944160672993,0.0021514717798845,671.417168187454,1.47889244094153,0.581255014555167,0.0111776069489661,0.7180166310735748,0.8754297248389166,0.933462316478566,fd024f37728eabae7123fbaf78f47276b7dc8709f190a89686f39eab0bd2c607,0.0086084599597999,median_RMSE,0.0006060998694167,0.0892485934052178
2016,full_pool,,8218,0.1019362681253798,19.067285382830622,22,0.0002838261147723,0.0006164668468209,0.0131271984211821,0.0131271984211821,0.543992265326469,0.0174136699437983,0.0021235063217024,709.492728990922,1.56275931495798,0.583136245792674,0.0098945916149587,0.7141542963476861,0.8739192466447901,0.9328260639628474,3ac0f61bb88c5513ea2c14d293d4d245c94b5941e37fd430ddeb1089eddfec64,0.0131271984211821,median_RMSE,0.0006164668468209,0.0863339898991144
