"treated_id","control_id"
"CA3504011960120160605_A","CA3474511837119860817_C1"
"CA3504011960120160605_A","CA3592511748620050718_C1"
"CA3504011960120160605_A","CA3698611933819890723_C1"
"CA3504011960120160605_A","CA3859811975220150620_C1"
"CA3504011960120160605_A","CA3759312148820090813_C1"
"CA3504011960120160605_A","CA4016812363920150730_C1"
"CA3504011960120160605_A","CA3937612069620080621_C1"
"CA3504011960120160605_A","CA4011712405220080621_C1"
"CA3504012031719860830_A","CA3946112111419991016_C1"
"CA3504012031719860830_A","CA3975012017819870613_C1"
"CA3504012031719860830_A","CA3514011979419960622_C1"
"CA3504012031719860830_A","CA4051412128219970730_C1"
"CA3504012031719860830_A","CA4037712021119860718_C1"
"CA3504012031719860830_A","CA3636912148720020716_C1"
"CA3504012031719860830_A","CA3958112134720080804_C1"
"CA3504012031719860830_A","CA4041112189919980802_C1"
"CA3504012031719860830_A","CA3601111879719850712_C1"
"CA3504012031719860830_A","CA3688312115819840705_C1"
"CA3504012031719860830_A","CA3509311838420050709_C1"
"CA3504012031719860830_A","CA3607412018819840329_C1"
"CA3504012031719860830_A","CA3644511863020141020_C1"
"CA3504012031719860830_A","CA3698911976620080610_C1"
"CA3504012031719860830_A","CA3396111657819880704_C1"
"CA3504012031719860830_A","CA4079412042519900808_C1"
"CA3504012031719860830_A","CA3369211686719940627_C1"
"CA3504012031719860830_A","CA3547311855319880811_C1"
"CA3504012031719860830_A","CA3443011922019850703_C1"
"CA3504012031719860830_A","CA4019412149120080621_C1"
"CA3504111860819900807_A","CA3749212157220030827_C1"
"CA3504111860819900807_A","CA3592511748620050718_C1"
"CA3504111860819900807_A","CA3639412158320150919_C1"
"CA3504111860819900807_A","CA3607412018819840329_C1"
"CA3504111860819900807_A","CA3621511813520030827_C1"
"CA3504111860819900807_A","CA3586312104320090826_C1"
"CA3504111860819900807_A","CA3591911943419920612_C1"
"CA3504111860819900807_A","CA3959712149920040811_C1"
"CA3504111860819900807_A","CA3733312013020080621_C1"
"CA3504111860819900807_A","CA3365811690720100717_C1"
"CA3504111860819900807_A","CA3604211878120070706_C1"
"CA3504111860819900807_A","CA3599412057519850706_C1"
"CA3504111860819900807_A","CA3525911502319940628_C1"
"CA3504111860819900807_A","CA3355611691120120814_C1"
"CA3504111860819900807_A","CA4045612355620150806_C1"
"CA3504111860819900807_A","CA3350011684320040425_C1"
"CA3504111860819900807_A","CA4090212304019870830_C1"
"CA3504111860819900807_A","CA3601111879719850712_C1"
"CA3504111860819900807_A","CA3644111867320021010_C1"
"CA3504111860819900807_A","CA3759312148820090813_C1"
"CA3504112034719870505_A","CA4042012031420010808_C1"
"CA3504112034719870505_A","CA3558912020619920729_C1"
"CA3504112034719870505_A","CA3623312044519870519_C1"
"CA3504112034719870505_A","CA3915612338320080704_C1"
"CA3504112034719870505_A","CA3790211905120100726_C1"
"CA3504112034719870505_A","CA3924412120719880911_C1"
"CA3504112034719870505_A","CA3895812085620160628_C1"
"CA3504112034719870505_A","CA3343911711919920927_C1"
"CA3504112034719870505_A","CA3708512107720000809_C1"
"CA3504112034719870505_A","CA3780511961320140717_C1"
"CA3504112034719870505_A","CA3826112094020010613_C1"
"CA3504112034719870505_A","CA3676311859919900713_C1"
"CA3504112034719870505_A","CA4192312065019840813_C1"
"CA3504112034719870505_A","CA4034212258719900809_C1"
"CA3504112034719870505_A","CA4199712363419870830_C1"
"CA3504112034719870505_A","CA3344811666519940624_C1"
"CA3504112034719870505_A","CA3626012031719840525_C1"
"CA3504112034719870505_A","CA4010812030519870830_C1"
"CA3504112034719870505_A","CA3396111720119960630_C1"
"CA3504112034719870505_A","CA3553911883420050921_C1"
"CA3509311838420050709_A","CA3959912231720000505_C1"
"CA3509311838420050709_A","CA3431911917319871111_C1"
"CA3509311838420050709_A","CA3655011744919840630_C1"
"CA3509311838420050709_A","CA3785012222719911022_C1"
"CA3509311838420050709_A","CA4120212362120091007_C1"
"CA3509311838420050709_A","CA3398411985619990615_C1"
"CA3509311838420050709_A","CA3592511748620050718_C1"
"CA3509311838420050709_A","CA3944512141720130816_C1"
"CA3509311838420050709_A","CA3599412057519850706_C1"
"CA3509311838420050709_A","CA3656511897419960901_C1"
"CA3509311838420050709_A","CA3511611978620100515_C1"
"CA3509311838420050709_A","CA3591911943419920612_C1"
"CA3509311838420050709_A","CA3895812277519870416_C1"
"CA3509311838420050709_A","CA4036812200519980802_C1"
"CA3509311838420050709_A","CA3636112107019890728_C1"
"CA3509311838420050709_A","CA3915612338320080704_C1"
"CA3509311838420050709_A","CA3571711855520140613_C1"
"CA3509311838420050709_A","CA3676311859919900713_C1"
"CA3509311838420050709_A","CA3780511961320140717_C1"
"CA3509311838420050709_A","CA3998112259119840712_C1"
"CA3510511831220120717_A","CA4063112184820031027_C1"
"CA3510511831220120717_A","CA3951712003719940804_C1"
"CA3510511831220120717_A","CA4124512068419880810_C1"
"CA3510511831220120717_A","CA4037112070120060718_C1"
"CA3510511831220120717_A","CA3639412158320150919_C1"
"CA3510511831220120717_A","CA3396111720119960630_C1"
"CA3510511831220120717_A","CA3976512124820080622_C1"
"CA3510511831220120717_A","CA4038412209519990823_C1"
"CA3510511831220120717_A","CA3814611990020030720_C1"
"CA3510511831220120717_A","CA3518011847820030721_C1"
"CA3510511831220120717_A","CA3597112115720150618_C1"
"CA3510511831220120717_A","CA3457511701819960503_C1"
"CA3510511831220120717_A","CA3791712067420040806_C1"
"CA3510511831220120717_A","CA3923312230719920921_C1"
"CA3510511831220120717_A","CA4192312065019840813_C1"
"CA3510511831220120717_A","CA4072112286319940712_C1"
"CA3510511831220120717_A","CA3762512119620040719_C1"
"CA3510511831220120717_A","CA3344811666519940624_C1"
"CA3510511831220120717_A","CA3590111999919960501_C1"
"CA3510511831220120717_A","CA3944112156720080610_C1"
"CA3511212049519881014_A","CA3814611990020030720_C1"
"CA3511212049519881014_A","CA4170412201220090719_C1"
"CA3511212049519881014_A","CA3656512122619990817_C1"
"CA3511212049519881014_A","CA3700411949520160730_C1"
"CA3511212049519881014_A","CA3790512187420130908_C1"
"CA3511212049519881014_A","CA3481412033519850912_C1"
"CA3511212049519881014_A","CA4030012273420050810_C1"
"CA3511212049519881014_A","CA3625811864820161102_C1"
"CA3511212049519881014_A","CA3655011744919840630_C1"
"CA3511212049519881014_A","CA3436111726920070331_C1"
"CA3511212049519881014_A","CA3604211878120070706_C1"
"CA3511212049519881014_A","CA3953112272720030903_C1"
"CA3511212049519881014_A","CA4038412209519990823_C1"
"CA3511212049519881014_A","CA4006312162120080620_C1"
"CA3511212049519881014_A","CA4171712155520061024_C1"
"CA3511212049519881014_A","CA3939212114620100827_C1"
"CA3511212049519881014_A","CA3398611448919860413_C1"
"CA3511212049519881014_A","CA3398411985619990615_C1"
"CA3511212049519881014_A","CA3884712322219960925_C1"
"CA3511212049519881014_A","CA4055912254919900808_C1"
"CA3511611978620100515_A","CA3469811712319930720_C1"
"CA3511611978620100515_A","CA3636912148720020716_C1"
"CA3511611978620100515_A","CA4184912355119870830_C1"
"CA3511611978620100515_A","CA3759811955420160626_C1"
"CA3511611978620100515_A","CA3514011979419960622_C1"
"CA3511611978620100515_A","CA3439011764219940625_C1"
"CA3511611978620100515_A","CA4057212208419860801_C1"
"CA3511611978620100515_A","CA3698911976620080610_C1"
"CA3511611978620100515_A","CA3484512056319930615_C1"
"CA3511611978620100515_A","CA3571711855520140613_C1"
"CA3511611978620100515_A","CA3284911447519890529_C1"
"CA3511611978620100515_A","CA3984112063819890906_C1"
"CA3511611978620100515_A","CA3856111972120100725_C1"
"CA3511611978620100515_A","CA3600911763520050819_C1"
"CA3511611978620100515_A","CA3921812339220080704_C1"
"CA3511611978620100515_A","CA3548112026719930614_C1"
"CA3511611978620100515_A","CA4139712116519870831_C1"
"CA3511611978620100515_A","CA4145612142719990522_C1"
"CA3511611978620100515_A","CA4044412185520050826_C1"
"CA3511611978620100515_A","CA3749712017520120612_C1"
"CA3512511973519970608_A","CA3464911838419890628_C1"
"CA3512511973519970608_A","CA3920712310319951004_C1"
"CA3512511973519970608_A","CA4184212270320070710_C1"
"CA3512511973519970608_A","CA3827012082019880628_C1"
"CA3512511973519970608_A","CA3923712253519890827_C1"
"CA3512511973519970608_A","CA3998112259119840712_C1"
"CA3512511973519970608_A","CA3474011878120020618_C1"
"CA3512511973519970608_A","CA3615912025120061025_C1"
"CA3512511973519970608_A","CA3983412102119990823_C1"
"CA3512511973519970608_A","CA3996312371720060924_C1"
"CA3512511973519970608_A","CA3790211905120100726_C1"
"CA3512511973519970608_A","CA3630012144819930801_C1"
"CA3512511973519970608_A","CA3531111866520030617_C1"
"CA3512511973519970608_A","CA3656511897419960901_C1"
"CA3512511973519970608_A","CA4199712363419870830_C1"
"CA3512511973519970608_A","CA3344811666519940624_C1"
"CA3512511973519970608_A","CA3574711817719940621_C1"
"CA3512511973519970608_A","CA3388411764320150419_C1"
"CA3512511973519970608_A","CA4119812272519870831_C1"
"CA3512511973519970608_A","CA3791111886320120808_C1"
"CA3512811868019870911_A","CA3759112046019960723_C1"
"CA3512811868019870911_A","CA3591911943419920612_C1"
"CA3512811868019870911_A","CA3402011446219950623_C1"
"CA3512811868019870911_A","CA3592511748620050718_C1"
"CA3512811868019870911_A","CA3959912231720000505_C1"
"CA3512811868019870911_A","CA4034212258719900809_C1"
"CA3512811868019870911_A","CA3917412179519961027_C1"
"CA3512811868019870911_A","CA3282111703419880903_C1"
"CA3512811868019870911_A","CA3801412057319960812_C1"
"CA3512811868019870911_A","CA3599412057519850706_C1"
"CA3512811868019870911_A","CA3463412033019970820_C1"
"CA3512811868019870911_A","CA3620811844420130823_C1"
"CA3512811868019870911_A","CA3581011591620050722_C1"
"CA3512811868019870911_A","CA3600012102719870707_C1"
"CA3512811868019870911_A","CA3998112259119840712_C1"
"CA3512811868019870911_A","CA3856111972120100725_C1"
"CA3512811868019870911_A","CA4098212158120080621_C1"
"CA3512811868019870911_A","CA3838211998820030831_C1"
"CA3512811868019870911_A","CA3651711910820050707_C1"
"CA3512811868019870911_A","CA3695911862619850625_C1"
"CA3514011979419960622_A","CA4069812251020080622_C1"
"CA3514011979419960622_A","CA3608212045920160702_C1"
"CA3514011979419960622_A","CA3581011591620050722_C1"
"CA3514011979419960622_A","CA3801412057319960812_C1"
"CA3514011979419960622_A","CA3676311859919900713_C1"
"CA3514011979419960622_A","CA3998112259119840712_C1"
"CA3514011979419960622_A","CA3278611653420070912_C1"
"CA3514011979419960622_A","CA3539211577520050803_C1"
"CA3514011979419960622_A","CA3448712019620040605_C1"
"CA3514011979419960622_A","CA3759112046019960723_C1"
"CA3514011979419960622_A","CA3365811690720100717_C1"
"CA3514011979419960622_A","CA3488112062219890614_C1"
"CA3514011979419960622_A","CA3762512119620040719_C1"
"CA3514011979419960622_A","CA3696412090419960512_C1"
"CA3514011979419960622_A","CA3826112094020010613_C1"
"CA3514011979419960622_A","CA3355611691120120814_C1"
"CA3514011979419960622_A","CA3591911943419920612_C1"
"CA3514011979419960622_A","CA3457511701819960503_C1"
"CA3514011979419960622_A","CA4196012323320120805_C1"
"CA3514011979419960622_A","CA3921812339220080704_C1"
"CA3515111961720000722_A","CA3834912245219960802_C1"
"CA3515111961720000722_A","CA3398411985619990615_C1"
"CA3515111961720000722_A","CA4170012150720030506_C1"
"CA3515111961720000722_A","CA3882912197319961026_C1"
"CA3515111961720000722_A","CA4030412219519990823_C1"
"CA3515111961720000722_A","CA3780511961320140717_C1"
"CA3515111961720000722_A","CA3341011845320060722_C1"
"CA3515111961720000722_A","CA4179312283119870830_C1"
"CA3515111961720000722_A","CA4024312331620110923_C1"
"CA3515111961720000722_A","CA3360811688220040717_C1"
"CA3515111961720000722_A","CA3463412033019970820_C1"
"CA3515111961720000722_A","CA3398611448919860413_C1"
"CA3515111961720000722_A","CA3673911825219850706_C1"
"CA3515111961720000722_A","CA3589912013419840525_C1"
"CA3515111961720000722_A","CA3679011947219990713_C1"
"CA3515111961720000722_A","CA3636112107019890728_C1"
"CA3515111961720000722_A","CA3621211899819880622_C1"
"CA3515111961720000722_A","CA3381411748319980831_C1"
"CA3515111961720000722_A","CA3814611990020030720_C1"
"CA3515111961720000722_A","CA3923712253519890827_C1"
"CA3518011847820030721_A","CA3575211893120110621_C1"
"CA3518011847820030721_A","CA4192312065019840813_C1"
"CA3518011847820030721_A","CA4162412008719990925_C1"
"CA3518011847820030721_A","CA3281011635519890621_C1"
"CA3518011847820030721_A","CA3599412057519850706_C1"
"CA3518011847820030721_A","CA3780612037620060703_C1"
"CA3518011847820030721_A","CA4036812200519980802_C1"
"CA3518011847820030721_A","CA3698611933819890723_C1"
"CA3518011847820030721_A","CA3662312097919850526_C1"
"CA3518011847820030721_A","CA4052812207120080620_C1"
"CA3518011847820030721_A","CA3944512141720130816_C1"
"CA3518011847820030721_A","CA3646211843919960802_C1"
"CA3518011847820030721_A","CA3976912001319850708_C1"
"CA3518011847820030721_A","CA3444211838019951005_C1"
"CA3518011847820030721_A","CA3454212045819981006_C1"
"CA3518011847820030721_A","CA4090212304019870830_C1"
"CA3518011847820030721_A","CA3372911711819960829_C1"
"CA3518011847820030721_A","CA3398411985619990615_C1"
"CA3518011847820030721_A","CA3641412125020160522_C1"
"CA3518011847820030721_A","CA3749212157220030827_C1"
"CA3518512041619860826_A","CA3883512314319880816_C1"
"CA3518512041619860826_A","CA3781011959119870801_C1"
"CA3518512041619860826_A","CA3548112026719930614_C1"
"CA3518512041619860826_A","CA3976512124820080622_C1"
"CA3518512041619860826_A","CA3582111951120060527_C1"
"CA3518512041619860826_A","CA3749212157220030827_C1"
"CA3518512041619860826_A","CA3759312148820090813_C1"
"CA3518512041619860826_A","CA3592511748620050718_C1"
"CA3518512041619860826_A","CA3698611933819890723_C1"
"CA3518512041619860826_A","CA3570811796820100718_C1"
"CA3518512041619860826_A","CA4162412008719990925_C1"
"CA3518512041619860826_A","CA3586312104320090826_C1"
"CA3518512041619860826_A","CA3604211878120070706_C1"
"CA3518512041619860826_A","CA3639412158320150919_C1"
"CA3518512041619860826_A","CA3608212045920160702_C1"
"CA3518512041619860826_A","CA3514011979419960622_C1"
"CA3518512041619860826_A","CA3984112063819890906_C1"
"CA3518512041619860826_A","CA4079412042519900808_C1"
"CA3518512041619860826_A","CA3350011684320040425_C1"
"CA3518512041619860826_A","CA3855712103319960802_C1"
"CA3521111967620060529_A","CA4003612349819900923_C1"
"CA3521111967620060529_A","CA3944912076419870829_C1"
"CA3521111967620060529_A","CA3656512122619990817_C1"
"CA3521111967620060529_A","CA3398611448919860413_C1"
"CA3521111967620060529_A","CA3855712103319960802_C1"
"CA3521111967620060529_A","CA3921812339220080704_C1"
"CA3521111967620060529_A","CA3824712190119890703_C1"
"CA3521111967620060529_A","CA3626912129019840628_C1"
"CA3521111967620060529_A","CA4179312283119870830_C1"
"CA3521111967620060529_A","CA3705511853620020826_C1"
"CA3521111967620060529_A","CA4010712242519990622_C1"
"CA3521111967620060529_A","CA3604211878120070706_C1"
"CA3521111967620060529_A","CA3431411935320151226_C1"
"CA3521111967620060529_A","CA3814611990020030720_C1"
"CA3521111967620060529_A","CA3958112134720080804_C1"
"CA3521111967620060529_A","CA4139712116519870831_C1"
"CA3521111967620060529_A","CA3976112380020080623_C1"
"CA3521111967620060529_A","CA3781011959119870801_C1"
"CA3521111967620060529_A","CA3626012031719840525_C1"
"CA3521111967620060529_A","CA3628511842820070827_C1"
"CA3521211873720160701_A","CA4075512062319940918_C1"
"CA3521211873720160701_A","CA4084612185219920820_C1"
"CA3521211873720160701_A","CA3976912001319850708_C1"
"CA3521211873720160701_A","CA3944912076419870829_C1"
"CA3521211873720160701_A","CA4003612349819900923_C1"
"CA3521211873720160701_A","CA3597112115720150618_C1"
"CA3521211873720160701_A","CA4035712344220150731_C1"
"CA3521211873720160701_A","CA3959912231720000505_C1"
"CA3521211873720160701_A","CA3801412057319960812_C1"
"CA3521211873720160701_A","CA4090212304019870830_C1"
"CA3521211873720160701_A","CA3776911967520120616_C1"
"CA3521211873720160701_A","CA4139712116519870831_C1"
"CA3521211873720160701_A","CA3937012297720080621_C1"
"CA3521211873720160701_A","CA4192312065019840813_C1"
"CA3521211873720160701_A","CA3413411831120070508_C1"
"CA3521211873720160701_A","CA4016812363920150730_C1"
"CA3521211873720160701_A","CA4028412415619900808_C1"
"CA3521211873720160701_A","CA3715011941919920813_C1"
"CA3521211873720160701_A","CA3944512141720130816_C1"
"CA3521211873720160701_A","CA3365811690720100717_C1"
"CA3525911502319940628_A","CA4084612185219920820_C1"
"CA3525911502319940628_A","CA4139712116519870831_C1"
"CA3525911502319940628_A","CA4003612349819900923_C1"
"CA3525911502319940628_A","CA3630012144819930801_C1"
"CA3525911502319940628_A","CA3629712113219970531_C1"
"CA3525911502319940628_A","CA3608411857220161004_C1"
"CA3525911502319940628_A","CA4010812030519870830_C1"
"CA3525911502319940628_A","CA3976912001319850708_C1"
"CA3525911502319940628_A","CA3923712253519890827_C1"
"CA3525911502319940628_A","CA3888612298219911018_C1"
"CA3525911502319940628_A","CA3484512056319930615_C1"
"CA3525911502319940628_A","CA3944912076419870829_C1"
"CA3525911502319940628_A","CA4037112070120060718_C1"
"CA3525911502319940628_A","CA3859112106719920621_C1"
"CA3525911502319940628_A","CA3619712028419960512_C1"
"CA3525911502319940628_A","CA4192312065019840813_C1"
"CA3525911502319940628_A","CA3439011764219940625_C1"
"CA3525911502319940628_A","CA3623312044519870519_C1"
"CA3525911502319940628_A","CA3599412057519850706_C1"
"CA3525911502319940628_A","CA3984112063819890906_C1"
"CA3525911854920000802_A","CA3502511902319930510_C1"
"CA3525911854920000802_A","CA3541611826720060805_C1"
"CA3525911854920000802_A","CA3759312148820090813_C1"
"CA3525911854920000802_A","CA3790211905120100726_C1"
"CA3525911854920000802_A","CA3762512119620040719_C1"
"CA3525911854920000802_A","CA3620811844420130823_C1"
"CA3525911854920000802_A","CA3282111703419880903_C1"
"CA3525911854920000802_A","CA4028412415619900808_C1"
"CA3525911854920000802_A","CA3780411863020060914_C1"
"CA3525911854920000802_A","CA4175912146419991102_C1"
"CA3525911854920000802_A","CA3783112171619980504_C1"
"CA3525911854920000802_A","CA3626012031719840525_C1"
"CA3525911854920000802_A","CA3981512008819990906_C1"
"CA3525911854920000802_A","CA3920712310319951004_C1"
"CA3525911854920000802_A","CA3791712067420040806_C1"
"CA3525911854920000802_A","CA3959712149920040811_C1"
"CA3525911854920000802_A","CA4072112286319940712_C1"
"CA3525911854920000802_A","CA4179312283119870830_C1"
"CA3525911854920000802_A","CA3597112115720150618_C1"
"CA3525911854920000802_A","CA3856111972120100725_C1"
"CA3527111997419950601_A","CA3679011947219990713_C1"
"CA3527111997419950601_A","CA3509311838420050709_C1"
"CA3527111997419950601_A","CA3696412090419960512_C1"
"CA3527111997419950601_A","CA3604211878120070706_C1"
"CA3527111997419950601_A","CA4063112184820031027_C1"
"CA3527111997419950601_A","CA3655211908319901008_C1"
"CA3527111997419950601_A","CA3801412057319960812_C1"
"CA3527111997419950601_A","CA3644511863020141020_C1"
"CA3527111997419950601_A","CA4192312065019840813_C1"
"CA3527111997419950601_A","CA4059212068919850708_C1"
"CA3527111997419950601_A","CA3536411577420110828_C1"
"CA3527111997419950601_A","CA3591911943419920612_C1"
"CA3527111997419950601_A","CA3525911502319940628_C1"
"CA3527111997419950601_A","CA4011712405220080621_C1"
"CA3527111997419950601_A","CA3881112138320070716_C1"
"CA3527111997419950601_A","CA3445211772619840706_C1"
"CA3527111997419950601_A","CA4030412219519990823_C1"
"CA3527111997419950601_A","CA3621511813520030827_C1"
"CA3527111997419950601_A","CA3630012029019870514_C1"
"CA3527111997419950601_A","CA3398611448919860413_C1"
"CA3530711675720050525_A","CA4090212304019870830_C1"
"CA3530711675720050525_A","CA3426711722820071022_C1"
"CA3530711675720050525_A","CA4171712155520061024_C1"
"CA3530711675720050525_A","CA3484512056319930615_C1"
"CA3530711675720050525_A","CA4199712363419870830_C1"
"CA3530711675720050525_A","CA3335711682319880602_C1"
"CA3530711675720050525_A","CA4162412008719990925_C1"
"CA3530711675720050525_A","CA3634812146719850610_C1"
"CA3530711675720050525_A","CA4083712302219870830_C1"
"CA3530711675720050525_A","CA3539211577520050803_C1"
"CA3530711675720050525_A","CA4059212068919850708_C1"
"CA3530711675720050525_A","CA3700411949520160730_C1"
"CA3530711675720050525_A","CA3615912025120061025_C1"
"CA3530711675720050525_A","CA3398611448919860413_C1"
"CA3530711675720050525_A","CA3935012076620080621_C1"
"CA3530711675720050525_A","CA3278611653420070912_C1"
"CA3530711675720050525_A","CA3509311838420050709_C1"
"CA3530711675720050525_A","CA4192312065019840813_C1"
"CA3530711675720050525_A","CA3771612024820000702_C1"
"CA3530711675720050525_A","CA3398411985619990615_C1"
"CA3531111866520030617_A","CA3488112062219890614_C1"
"CA3531111866520030617_A","CA4124512068419880810_C1"
"CA3531111866520030617_A","CA3539211577520050803_C1"
"CA3531111866520030617_A","CA3581011591620050722_C1"
"CA3531111866520030617_A","CA3355611691120120814_C1"
"CA3531111866520030617_A","CA3656911816319890330_C1"
"CA3531111866520030617_A","CA3448712019620040605_C1"
"CA3531111866520030617_A","CA3782011879420030902_C1"
"CA3531111866520030617_A","CA4199712363419870830_C1"
"CA3531111866520030617_A","CA4098212158120080621_C1"
"CA3531111866520030617_A","CA3396111720119960630_C1"
"CA3531111866520030617_A","CA3623312044519870519_C1"
"CA3531111866520030617_A","CA4151212231520060224_C1"
"CA3531111866520030617_A","CA3790512187420130908_C1"
"CA3531111866520030617_A","CA4090212304019870830_C1"
"CA3531111866520030617_A","CA4082612107820040722_C1"
"CA3531111866520030617_A","CA4184212270320070710_C1"
"CA3531111866520030617_A","CA3634812146719850610_C1"
"CA3531111866520030617_A","CA3996312371720060924_C1"
"CA3531111866520030617_A","CA3676311859919900713_C1"
"CA3534111823820120810_A","CA3360811688220040717_C1"
"CA3534111823820120810_A","CA3700411949520160730_C1"
"CA3534111823820120810_A","CA3484512056319930615_C1"
"CA3534111823820120810_A","CA3790211905120100726_C1"
"CA3534111823820120810_A","CA3448712019620040605_C1"
"CA3534111823820120810_A","CA4037112070120060718_C1"
"CA3534111823820120810_A","CA4038412209519990823_C1"
"CA3534111823820120810_A","CA4038712317320150730_C1"
"CA3534111823820120810_A","CA4154812306220140731_C1"
"CA3534111823820120810_A","CA3626012031719840525_C1"
"CA3534111823820120810_A","CA3882912197319961026_C1"
"CA3534111823820120810_A","CA3715011941919920813_C1"
"CA3534111823820120810_A","CA3951912133920150911_C1"
"CA3534111823820120810_A","CA3976112013320030720_C1"
"CA3534111823820120810_A","CA3708512107720000809_C1"
"CA3534111823820120810_A","CA3814611990020030720_C1"
"CA3534111823820120810_A","CA4179312283119870830_C1"
"CA3534111823820120810_A","CA3655211908319901008_C1"
"CA3534111823820120810_A","CA4072112286319940712_C1"
"CA3534111823820120810_A","CA3905312356820080622_C1"
"CA3536311779319980801_A","CA3920712310319951004_C1"
"CA3536311779319980801_A","CA4099512207820120818_C1"
"CA3536311779319980801_A","CA3599211702520060705_C1"
"CA3536311779319980801_A","CA4028412415619900808_C1"
"CA3536311779319980801_A","CA4011712405220080621_C1"
"CA3536311779319980801_A","CA3759312148820090813_C1"
"CA3536311779319980801_A","CA3762512119620040719_C1"
"CA3536311779319980801_A","CA3630012029019870514_C1"
"CA3536311779319980801_A","CA3814611990020030720_C1"
"CA3536311779319980801_A","CA3608212045920160702_C1"
"CA3536311779319980801_A","CA3592211936519930614_C1"
"CA3536311779319980801_A","CA3597112115720150618_C1"
"CA3536311779319980801_A","CA3656511897419960901_C1"
"CA3536311779319980801_A","CA3448712019620040605_C1"
"CA3536311779319980801_A","CA3783112171619980504_C1"
"CA3536311779319980801_A","CA4119812272519870831_C1"
"CA3536311779319980801_A","CA3398411985619990615_C1"
"CA3536311779319980801_A","CA3794211948220090729_C1"
"CA3536311779319980801_A","CA3344811666519940624_C1"
"CA3536311779319980801_A","CA4192312065019840813_C1"
"CA3536411577420110828_A","CA3679011947219990713_C1"
"CA3536411577420110828_A","CA3514011979419960622_C1"
"CA3536411577420110828_A","CA3955612164019951004_C1"
"CA3536411577420110828_A","CA3687712096320030630_C1"
"CA3536411577420110828_A","CA3365811690720100717_C1"
"CA3536411577420110828_A","CA3403511698620090830_C1"
"CA3536411577420110828_A","CA3888612004020070623_C1"
"CA3536411577420110828_A","CA3331611676519890410_C1"
"CA3536411577420110828_A","CA3604211878120070706_C1"
"CA3536411577420110828_A","CA3895812277519870416_C1"
"CA3536411577420110828_A","CA4179312283119870830_C1"
"CA3536411577420110828_A","CA3771612024820000702_C1"
"CA3536411577420110828_A","CA3655211908319901008_C1"
"CA3536411577420110828_A","CA3470612057719971031_C1"
"CA3536411577420110828_A","CA4059212068919850708_C1"
"CA3536411577420110828_A","CA3368011672119990828_C1"
"CA3536411577420110828_A","CA3899912350320080621_C1"
"CA3536411577420110828_A","CA3274911631019920719_C1"
"CA3536411577420110828_A","CA3636912148720020716_C1"
"CA3536411577420110828_A","CA4190312084820010809_C1"
"CA3539211577520050803_A","CA3695911870020010730_C1"
"CA3539211577520050803_A","CA3728211985320050702_C1"
"CA3539211577520050803_A","CA3905312356820080622_C1"
"CA3539211577520050803_A","CA3700411949520160730_C1"
"CA3539211577520050803_A","CA4090212304019870830_C1"
"CA3539211577520050803_A","CA3396111720119960630_C1"
"CA3539211577520050803_A","CA3814611990020030720_C1"
"CA3539211577520050803_A","CA3448712019620040605_C1"
"CA3539211577520050803_A","CA3888612004020070623_C1"
"CA3539211577520050803_A","CA4037112070120060718_C1"
"CA3539211577520050803_A","CA3604211878120070706_C1"
"CA3539211577520050803_A","CA3445211772619840706_C1"
"CA3539211577520050803_A","CA4083712302219870830_C1"
"CA3539211577520050803_A","CA3619712028419960512_C1"
"CA3539211577520050803_A","CA3601111879719850712_C1"
"CA3539211577520050803_A","CA3790512187420130908_C1"
"CA3539211577520050803_A","CA4192312065019840813_C1"
"CA3539211577520050803_A","CA3988312279019940827_C1"
"CA3539211577520050803_A","CA3882912197319961026_C1"
"CA3539211577520050803_A","CA3680411928319860729_C1"
"CA3539611983319840819_A","CA3592511748620050718_C1"
"CA3539611983319840819_A","CA3398411985619990615_C1"
"CA3539611983319840819_A","CA3655011744919840630_C1"
"CA3539611983319840819_A","CA3591911943419920612_C1"
"CA3539611983319840819_A","CA4139712116519870831_C1"
"CA3539611983319840819_A","CA3963512032120050824_C1"
"CA3539611983319840819_A","CA4162412008719990925_C1"
"CA3539611983319840819_A","CA3656511897419960901_C1"
"CA3539611983319840819_A","CA4179312283119870830_C1"
"CA3539611983319840819_A","CA3365811690720100717_C1"
"CA3539611983319840819_A","CA3625712072920000803_C1"
"CA3539611983319840819_A","CA3398611448919860413_C1"
"CA3539611983319840819_A","CA3621211899819880622_C1"
"CA3539611983319840819_A","CA3780511961320140717_C1"
"CA3539611983319840819_A","CA3915612338320080704_C1"
"CA3539611983319840819_A","CA3599412057519850706_C1"
"CA3539611983319840819_A","CA4170012150720030506_C1"
"CA3539611983319840819_A","CA3604211878120070706_C1"
"CA3539611983319840819_A","CA4199712363419870830_C1"
"CA3539611983319840819_A","CA4090212304019870830_C1"
"CA3541611826720060805_A","CA3888612004020070623_C1"
"CA3541611826720060805_A","CA3636912148720020716_C1"
"CA3541611826720060805_A","CA3368011672119990828_C1"
"CA3541611826720060805_A","CA4060612338819870830_C1"
"CA3541611826720060805_A","CA3282111703419880903_C1"
"CA3541611826720060805_A","CA4028412415619900808_C1"
"CA3541611826720060805_A","CA3946112111419991016_C1"
"CA3541611826720060805_A","CA3599211702520060705_C1"
"CA3541611826720060805_A","CA3759312148820090813_C1"
"CA3541611826720060805_A","CA3838211998820030831_C1"
